10101	99991231	14826	FNT
10101	99991231	53889	FOA
10101	99991231	23256	FOB
10101	99991231	94933	FOD
10101	99991231	13920	FOE
10101	99991231	14719	FOK
10101	99991231	93156	FON
10101	99991231	04928	FOZ
10101	99991231	04877	FPK
10101	99991231	12895	FPR
10101	99991231	53890	FQD
10101	99991231	54787	FRG
10101	99991231	13947	FRI
10101	99991231	94948	FRM
10101	99991231	14944	FSD
10101	99991231	04929	FSE
10101	99991231	13945	FSI
10101	99991231	13964	FSM
10101	99991231	93006	FSR
10101	99991231	22603	FSS
10101	99991231	23091	FST
10101	99991231	04930	FSW
10101	99991231	03018	FTG
10101	99991231	13807	FTK
10101	99991231	13961	FTW
10101	99991231	03888	FTY
10101	99991231	03166	FUL
10101	99991231	04836	FVE
10101	99991231	03707	FVX
10101	99991231	14827	FWA
10101	99991231	53891	FWC
19571201	19941001	13911	FWH
10101	99991231	26519	FWL
10101	99991231	54793	FWN
10101	99991231	03985	FWS
10101	99991231	12885	FXE
10101	99991231	03734	FYJ
10101	99991231	26413	FYU
10101	99991231	93993	FYV
10101	99991231	54773	FZY
10101	99991231	03896	GAD
10101	99991231	13975	GAG
10101	99991231	93764	GAI
10101	99991231	26501	GAL
10101	99991231	26703	GAM
10101	99991231	12993	GAO
10101	99991231	13940	GBD
10101	99991231	94959	GBG
10101	99991231	26465	GBH
10101	99991231	03148	GBN
10101	99991231	23168	GBN
10101	99991231	94023	GCC
10101	99991231	23116	GCE
10101	99991231	23064	GCK
10101	99991231	53940	GCM
10101	99991231	03195	GCN
10101	99991231	03829	GCY
10101	99991231	04999	GDB
10101	99991231	53977	GDJ
10101	99991231	23055	GDP
10101	99991231	24087	GDV
10101	99991231	13764	GED
10101	99991231	24157	GEG
10101	99991231	53126	GEU
10101	99991231	53892	GEV
10101	99991231	24048	GEY
19981015	99991231	53866	GEZ
10101	99991231	24112	GFA
10101	99991231	14916	GFK
10101	99991231	14750	GFL
10101	99991231	93159	GFS
10101	99991231	03901	GGG
10101	99991231	14976	GGI
10101	99991231	94008	GGW
10101	99991231	64774	GHG
10101	99991231	04931	GHW
10101	99991231	25320	GIA
10101	99991231	12876	GIF
10101	99991231	23066	GJT
10101	99991231	04843	GKJ
10101	99991231	26425	GKN
19981008	99991231	53907	GKY
10101	99991231	23065	GLD
10101	99991231	93929	GLE
10101	99991231	13939	GLH
10101	99991231	04854	GLR
10101	99991231	12923	GLS
10101	99991231	12944	GLSC
10101	99991231	26628	GLV
10101	99991231	53941	GMJ
10101	99991231	13886	GMU
10101	99991231	94992	GNA
10101	99991231	03056	GNC
10101	99991231	24142	GNG
10101	99991231	12990	GNI
19670110	19690208	13978	GNL
10101	99991231	94626	GNR
10101	99991231	93057	GNT
10101	99991231	12816	GNV
10101	99991231	23017	GOF
10101	99991231	53913	GOK
10101	99991231	14707	GON
10101	99991231	04878	GOV
20031025	99991231	24146	GPI
10101	99991231	53984	GPM
10101	99991231	93874	GPT
10101	99991231	94919	GPZ
10101	99991231	14898	GRB
10101	99991231	53874	GRD
10101	99991231	24201	GRF
10101	99991231	14935	GRI
10101	99991231	03902	GRK
10101	99991231	94860	GRR
19620212	19671001	13978	GRW
19690208	19700401	13978	GRW
